title	author	publication_year	author_gender	century	id	number_of_sentences	number_of_words	corpus
Toc, toc, toc, toc...	Artur Azevedo	1886.0	Male	1800.0	7509.0	66.0	1363.0	PPORTAL
Tratado da Terra do Brasil	Pero de Magalhães Gândavo	1576.0	Male	1500.0	17412.0	283.0	10574.0	PPORTAL
Tratado da Terra do Brasil: História da Província Santa Cruz a que Vulgarmente Chamamos Brasil	Pero de Magalhães Gândavo	1576.0	Male	1500.0	2175.0	290.0	10615.0	PPORTAL
Tratado descritivo do Brasil em 1587	Gabriel Soares de Sousa	1587.0	Male	1500.0	38095.0	3143.0	165004.0	PPORTAL
Trina e uma	Machado de Assis	1863.0	Male	1800.0	17854.0	252.0	4333.0	PPORTAL
Trio em Lá Menor	Machado de Assis	1863.0	Male	1800.0	1974.0	166.0	3077.0	PPORTAL
Triunfo da Morte	Francesco Petrarca	1374.0	Male	1300.0	2287.0	92.0	2021.0	PPORTAL
Troca de datas	Machado de Assis	1882.0	Male	1800.0	17893.0	266.0	4805.0	PPORTAL
Tropas e boiadas	Hugo de Carvalho Ramos	1908.0	Male	1900.0	19650.0	1982.0	55477.0	PPORTAL
Três Gênios de Secretária	Afonso Henriques de Lima Barreto	1911.0	Male	1900.0	16835.0	74.0	1941.0	PPORTAL
Três conseqüências	Machado de Assis	1882.0	Male	1800.0	17892.0	107.0	1662.0	PPORTAL
Três tesouros perdidos	Machado de Assis	1863.0	Male	1800.0	17853.0	62.0	821.0	PPORTAL
Tu, só tu, puro amor	Machado de Assis	1863.0	Male	1800.0	17855.0	1054.0	8832.0	PPORTAL
Tubarão com a faca nas costas. (Coleção literatura para todos; v.3)	Cezar Dias	2008.0	Male	2000.0	50034.0	750.0	14532.0	PPORTAL
Ubirajara	José de Alencar	1874.0	Male	1800.0	16679.0	1231.0	26050.0	PPORTAL
Um Apólogo	Machado de Assis	1882.0	Male	1800.0	16978.0	50.0	839.0	PPORTAL
Um Assovio	Qorpo Santo	1866.0	Male	1800.0	17432.0	309.0	4118.0	PPORTAL
Um Cacete	Artur Azevedo	1886.0	Male	1800.0	7510.0	87.0	904.0	PPORTAL
Um Capitão de Voluntários	Machado de Assis	1867.0	Male	1800.0	1956.0	308.0	5472.0	PPORTAL
Um Capricho	Artur Azevedo	1886.0	Male	1800.0	7511.0	109.0	1434.0	PPORTAL
Um Credor da Fazenda Nacional	Qorpo Santo	1878.0	Male	1800.0	17434.0	179.0	1990.0	PPORTAL
Um Desastre	Artur Azevedo	1890.0	Male	1800.0	7512.0	33.0	746.0	PPORTAL
Um Don Juan de Província	Artur Azevedo	1882.0	Male	1800.0	7513.0	28.0	544.0	PPORTAL
Um Erradio	Machado de Assis	1882.0	Male	1800.0	1929.0	488.0	7761.0	PPORTAL
Um Especialista	Afonso Henriques de Lima Barreto	1911.0	Male	1900.0	16836.0	224.0	3708.0	PPORTAL
Um Homem Célebre	Machado de Assis	1888.0	Male	1800.0	16979.0	218.0	4058.0	PPORTAL
Um Que Vendeu a Sua Alma	Afonso Henriques de Lima Barreto	1913.0	Male	1900.0	16837.0	74.0	845.0	PPORTAL
Um Sarau no Paço de São Cristóvão	Paulo Setúbal	1912.0	Male	1900.0	7625.0	1307.0	14673.0	PPORTAL
Um almoço	Machado de Assis	1885.0	Male	1800.0	17856.0	503.0	6340.0	PPORTAL
Um ambicioso	Machado de Assis	1882.0	Male	1800.0	17857.0	530.0	7809.0	PPORTAL
Um ciclone na Paulicéia: Oswald de Andrade e os limites da vida intelectual em São Paulo (1900 - 1950)	Rubens de Oliveira Martins	2008.0	Male	2000.0	41393.0	2226.0	73842.0	PPORTAL
Um cão de lata ao rabo	Machado de Assis	1882.0	Male	1800.0	17858.0	163.0	2672.0	PPORTAL
Um dedo de prosa, um pouco de verso	William Henrique Stutz	2008.0	Male	2000.0	171636.0	259.0	4542.0	PPORTAL
Um dia de entrudo	Machado de Assis	1863.0	Male	1800.0	17859.0	466.0	5292.0	PPORTAL
Um dístico	Machado de Assis	1871.0	Male	1800.0	17879.0	43.0	1115.0	PPORTAL
Um esqueleto	Machado de Assis	1889.0	Male	1800.0	17905.0	445.0	6168.0	PPORTAL
Um estudo de relatos de pesquisa em análise de gênero	Patrícia Marcuzzo	2008.0	Female	2000.0	88565.0	1333.0	35067.0	PPORTAL
Um homem superior	Machado de Assis	1870.0	Male	1800.0	17864.0	317.0	5361.0	PPORTAL
Um incêndio	Machado de Assis	1875.0	Male	1800.0	17914.0	99.0	1810.0	PPORTAL
Um melodrama em Santo Tirso	M. Pinheiro Chagas	1886.0	Male	1800.0	7559.0	426.0	7685.0	PPORTAL
Um parto	Qorpo Santo	1886.0	Male	1800.0	7629.0	433.0	6220.0	PPORTAL
Um quarto de século	Machado de Assis	1896.0	Male	1800.0	17865.0	429.0	6121.0	PPORTAL
Um raio de luar	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86650.0	28.0	330.0	PPORTAL
Um sonho	Auta de Sousa	1885.0	Female	1800.0	81979.0	13.0	280.0	PPORTAL
Um sonho e outro sonho	Machado de Assis	1863.0	Male	1800.0	17866.0	323.0	5173.0	PPORTAL
Uma Aposta	Artur Azevedo	1896.0	Male	1800.0	7514.0	60.0	1215.0	PPORTAL
Uma Campanha Alegre - Volume I	José Maria Eça de Queirós	1871.0	Male	1800.0	14023.0	3979.0	70988.0	PPORTAL
Uma Carga de Sono	Artur Azevedo	1902.0	Male	1900.0	7515.0	29.0	653.0	PPORTAL
Uma Estação no Inferno	Arthur Rimbaud	1873.0	Male	1800.0	2260.0	689.0	8350.0	PPORTAL
Uma Lágrima de Mulher	Aluísio Azevedo	1879.0	Male	1800.0	16538.0	1642.0	38463.0	PPORTAL
Uma Praga Rogada nas Escadarias da Fôrca	Camilo Castelo Branco	1861.0	Male	1800.0	1782.0	384.0	7116.0	PPORTAL
Uma Pupila Rica	Joaquim Manuel de Macedo	1863.0	Male	1800.0	2087.0	1582.0	23983.0	PPORTAL
Uma Senhora	Machado de Assis	1887.0	Male	1800.0	1911.0	187.0	3320.0	PPORTAL
Uma Visita de Alcebíades	Machado de Assis	1863.0	Male	1800.0	1952.0	166.0	3145.0	PPORTAL
Uma Véspera de Reis	Artur Azevedo	1895.0	Male	1800.0	1771.0	888.0	9280.0	PPORTAL
Uma carta	Machado de Assis	1882.0	Male	1800.0	17884.0	120.0	2109.0	PPORTAL
Uma excursão milagrosa	Machado de Assis	1861.0	Male	1800.0	17908.0	360.0	6808.0	PPORTAL
Uma loureira	Machado de Assis	1871.0	Male	1800.0	17869.0	395.0	5721.0	PPORTAL
Uma noite	Machado de Assis	1885.0	Male	1800.0	17912.0	348.0	5599.0	PPORTAL
Uma ode de anacreonte	Machado de Assis	1871.0	Male	1800.0	17870.0	437.0	4719.0	PPORTAL
Uma partida	Machado de Assis	1871.0	Male	1800.0	17871.0	389.0	6058.0	PPORTAL
Uma partida	Machado de Assis	1871.0	Male	1800.0	17871.0	389.0	6058.0	PPORTAL
Uma por Outra	Artur Azevedo	1890.0	Male	1800.0	7516.0	71.0	986.0	PPORTAL
Uma por outra	Machado de Assis	1891.0	Male	1800.0	17943.0	597.0	9750.0	PPORTAL
Uma primavera adiantada	Barbara Ganizev Jimenez	2008.0	Female	2000.0	162933.0	6939.0	98437.0	PPORTAL
Uma tragédia no Amazonas	Raul Pompéia	1908.0	Male	1900.0	7631.0	1669.0	28548.0	PPORTAL
Uma águia sem asas	Machado de Assis	1875.0	Male	1800.0	17867.0	363.0	5147.0	PPORTAL
Umas Férias	Machado de Assis	1860.0	Male	1800.0	1958.0	181.0	3219.0	PPORTAL
Uns Braços	Machado de Assis	1867.0	Male	1800.0	16981.0	177.0	3907.0	PPORTAL
Utopia	Thomas Morus	1516.0	Male	1500.0	2301.0	1695.0	46284.0	PPORTAL
Valério	Machado de Assis	1863.0	Male	1800.0	17872.0	519.0	9594.0	PPORTAL
Verba Testamentária	Machado de Assis	1882.0	Male	1800.0	1953.0	189.0	4208.0	PPORTAL
Verdades Singelas	Abade de Jazente	1871.0	Male	1800.0	81621.0	46.0	1332.0	PPORTAL
Verso e Reverso	José de Alencar	1869.0	Male	1800.0	7549.0	1222.0	13734.0	PPORTAL
Versos Antigos (1885-1889)	Emílio de Meneses	1889.0	Male	1800.0	17333.0	161.0	3162.0	PPORTAL
Versos ligeiros	Auta de Sousa	1885.0	Female	1800.0	81989.0	12.0	203.0	PPORTAL
Vesperal	Coelho Neto	1908.0	Male	1900.0	43475.0	1310.0	25905.0	PPORTAL
Via-Láctea	Olavo Bilac	1888.0	Male	1800.0	2000.0	186.0	4120.0	PPORTAL
Viagem ao Parnaso	Artur Azevedo	1888.0	Male	1800.0	16577.0	1904.0	21425.0	PPORTAL
Viagem à roda de mim mesmo	Machado de Assis	1873.0	Male	1800.0	17881.0	206.0	4045.0	PPORTAL
Viagens na Minha Terra	João Batista da Silva Leitão de Almeida Garrett	1846.0	Male	1800.0	16525.0	3835.0	81011.0	PPORTAL
Vida Urbana	Afonso Henriques de Lima Barreto	1909.0	Male	1900.0	2171.0	4220.0	83259.0	PPORTAL
Vidros quebrados	Machado de Assis	1861.0	Male	1800.0	17891.0	121.0	2002.0	PPORTAL
Vila Rica	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0	16557.0	638.0	29552.0	PPORTAL
Violeta	Raul Pompéia	1875.0	Male	1800.0	7633.0	210.0	2863.0	PPORTAL
Virginius	Machado de Assis	1883.0	Male	1800.0	17910.0	432.0	5769.0	PPORTAL
Visão	Casimiro de Abreu	1859.0	Male	1800.0	86497.0	13.0	259.0	PPORTAL
Vive	Alberto Caeiro da Silva	1914.0	Male	1900.0	86543.0	13.0	169.0	PPORTAL
Viver	Machado de Assis	1906.0	Male	1900.0	16983.0	298.0	3022.0	PPORTAL
Viver!	Machado de Assis	1906.0	Male	1900.0	1982.0	312.0	3116.0	PPORTAL
Vovó Andrade	Artur Azevedo	1895.0	Male	1800.0	7517.0	82.0	1717.0	PPORTAL
Vozes d'África	Antônio Frederico de Castro Alves	1879.0	Male	1800.0	16725.0	57.0	754.0	PPORTAL
Várias Histórias	Machado de Assis	1896.0	Male	1800.0	1964.0	3112.0	55494.0	PPORTAL
Vênus! divina vênus!	Machado de Assis	1875.0	Male	1800.0	17911.0	290.0	4149.0	PPORTAL
A Bruxa e o Caldeirão	José Leon Machado	2013.0	Male	2000.0	4978.0	43.0	785.0	PPORTAL
Amanda e os Nanorobôs	Eliú Quintiliano	2011.0	Male	2000.0	145570.0	3629.0	88811.0	PPORTAL
Chuva e sol	Adelina Lopes Vieira	2010.0	Female	2000.0	81624.0	10.0	152.0	PPORTAL
Conto ou não conto?	Abel Sidney	2019.0	Male	2000.0	105130.0	65.0	1042.0	PPORTAL
Dom Quixote	Adelina Lopes Vieira	2010.0	Female	2000.0	81625.0	47.0	448.0	PPORTAL
Eu que vi, eu que vi	Devison Amorim do Nascimento	2019.0	Male	2000.0	124735.0	466.0	6309.0	PPORTAL
Histórias da Avózinha	Alberto Figueiredo Pimentel	1900.0	Male	1900.0	2147.0	3358.0	65690.0	PPORTAL
Histórias que acabam aqui	Maria Teresa Lobato Fernandes Pereira Lopes	2005.0	Female	2000.0	36177.0	313.0	5975.0	PPORTAL
O leão Praxedes	Tarcisio Lage	2019.0	Male	2000.0	132603.0	104.0	1578.0	PPORTAL
O pacto maldito e outras histórias de morte	José Cláudio da Silva	2019.0	Male	2000.0	125933.0	2175.0	19635.0	PPORTAL
Pai, posso dar um soco nele?	José Cláudio da Silva	2019.0	Male	2000.0	125934.0	1100.0	10016.0	PPORTAL
O ramo verde	Adelina Lopes Vieira	2010.0	Female	2000.0	81629.0	21.0	298.0	PPORTAL
O ratinho Rói-Rói	Lenira Almeida Heck	2006.0	Female	2000.0	176019.0	100.0	1322.0	PPORTAL
O Engeitado	Inácio Pizarro de Morais Sarmento	1846.0	Male					ELTeC-por
O Monge de Cister	Alexandre Herculano	1848.0	Male					ELTeC-por
Memórias de um doido	António Pedro Lopes de Mendonça	1849.0	Male					ELTeC-por
Mistérios de Lisboa	Camilo Castelo Branco	1854.0	Male					ELTeC-por
O Cura de São Lourenço	Maria do Monte de Santana e Vasconcelos	1855.0	Female					ELTeC-por
Os tripeiros	António José Coelho Lousada	1857.0	Male					ELTeC-por
O soldado de Aljubarrota	Matilde Isabel de Santana e Vasconcelos Moniz Bettencourt	1857.0	Female					ELTeC-por
O médico do deserto	José Joaquim Rodrigues de Bastos	1857.0	Male					ELTeC-por
Elvenda, ou Conquista de Coimbra por Fernando Magno	Manuel da Cruz Pereira Coutinho	1858.0	Male					ELTeC-por
O que fazem mulheres	Camilo Castelo Branco	1858.0	Male					ELTeC-por
A vida em Lisboa	Júlio César Machado	1858.0	Male					ELTeC-por
A chave do enigma	António Feliciano de Castilho	1861.0	Male					ELTeC-por
Arzila	Bernardino Pereira Pinheiro	1862.0	Male					ELTeC-por
Infaustas Aventuras de Mestre Marçal Estouro	José da Silva Mendes Leal	1863.0	Male					ELTeC-por
A pálida estrela	Raimundo António de Bulhão Pato	1864.0	Male					ELTeC-por
A casa dos fantasmas	Luís Augusto Rebelo da Silva	1865.0	Male					ELTeC-por
A conquista de Lisboa	Carlos Pinto de Almeida	1866.0	Male					ELTeC-por
Os Brâmanes	Francisco Luís Gomes	1866.0	Male					ELTeC-por
Henriqueta	Maria Peregrina de Sousa	1867.0	Female					ELTeC-por
Tempestades do coração	João Baptista de Matos Moreira	1867.0	Female					ELTeC-por
Os Fidalgos da Casa Mourisca	Júlio [Joaquim Guilherme Gomes Coelho] Dinis	1867.0	Male					ELTeC-por
Febo Moniz	Joaquim Pedro de Oliveira Martins	1867.0	Male					ELTeC-por
Os canibais	Álvaro do Carvalhal	1868.0	Male					ELTeC-por
Uma família ingleza	Júlio [Joaquim Guilherme Gomes Coelho] Dinis	1868.0	Male					ELTeC-por
A Morgadinha dos Canaviais	Júlio [Joaquim Guilherme Gomes Coelho] Dinis	1868.0	Male					ELTeC-por
A Rosa do Adro	Manuel Maria Rodrigues	1870.0	Male					ELTeC-por
O Mistério da Estrada de Sintra	José Duarte Ramalho Ortigão	1870.0	Male					ELTeC-por
A ermida de Castromino	Antonio Augusto Teixeira de Vasconcelos	1870.0	Male					ELTeC-por
Herança de lágrimas	Lopo de [Ana Plácido] Souza	1871.0	Female					ELTeC-por
A filha do Cabinda	Alfredo Luís de Campos	1873.0	Male					ELTeC-por
O Annel Mysterioso	Alberto Pimentel	1873.0	Male					ELTeC-por
O Manuelinho de Évora	António Francisco Barata	1873.0	Male					ELTeC-por
O Conde de S. Luís	Tomás de Melo	1874.0	Male					ELTeC-por
A Lenda da Meia-Noite	Manuel Joaquim Pinheiro Chagas	1874.0	Male					ELTeC-por
A senhora viscondessa	Sebastião de Magalhães Lima	1875.0	Male					ELTeC-por
Um duelo nas sombras	António Francisco Barata	1875.0	Male					ELTeC-por
Os selvagens	Francisco Gomes de Amorim	1875.0	Male					ELTeC-por
El-rei dinheiro	Arnaldo Gama	1876.0	Male					ELTeC-por
O cristão novo	Diogo de Macedo	1876.0	Male					ELTeC-por
Alice	Maria Amália Vaz de Carvalho	1877.0	Female					ELTeC-por
A infâmia de Frei Quintino	Urbano Loureiro	1878.0	Male					ELTeC-por
Da parte d'el-rei	António Manuel da Cunha e Sá	1878.0	Male					ELTeC-por
Margarida	Júlio Lourenço Pinto	1879.0	Male					ELTeC-por
O frade arrábido	Joaquim Augusto de Oliveira Mascarenhas	1881.0	Male					ELTeC-por
A Divorciada	José Augusto Vieira	1881.0	Male					ELTeC-por
A ruiva	Fialho de Almeida	1881.0	Male					ELTeC-por
O Salústio Nogueira	Francisco Teixeira de Queirós	1883.0	Male					ELTeC-por
O Brasileiro Soares	Luís de Magalhães	1886.0	Male					ELTeC-por
Uma Eleição Perdida	Francisco Manuel de Melo Breyner Ficalho	1888.0	Male					ELTeC-por
A senhora duquesa	Luciano Cordeiro	1889.0	Male					ELTeC-por
O Barão de Lavos	Abel Botelho	1891.0	Male					ELTeC-por
O último cartuxo da Scala Caeli de Évora	António Francisco Barata	1891.0	Male					ELTeC-por
Noites de Cintra	Alberto Pimentel	1892.0	Male					ELTeC-por
O Dr. Luís Sandoval	Alice Moderno	1892.0	Female					ELTeC-por
Lisboa no Ano Três Mil	Cândido de Figueiredo	1892.0	Male					ELTeC-por
No tempo dos francezes	Francisco da Fonseca Benevides	1894.0	Male					ELTeC-por
A guerrilha de Frei Simão	Alberto Pimentel	1895.0	Male					ELTeC-por
Pero da Covilhã	Zeferino Norberto Gonçalves Brandão	1897.0	Male					ELTeC-por
Ele	Claudia de Campos	1899.0	Female					ELTeC-por
Transviado	Jaime de Magalhães Lima	1899.0	Male					ELTeC-por
O Exilado	Maurícia C. de Figueiredo	1900.0	Female					ELTeC-por
Os Caramurús	Artur Lobo de Ávila	1900.0	Male					ELTeC-por
Filho das ervas	Carlos Malheiro Dias	1900.0	Male					ELTeC-por
Amanhã	Abel Botelho	1901.0	Male					ELTeC-por
O Conde de Castel Melhor	João Maria Evangelista Gonçalves Zarco da Câmara	1903.0	Male					ELTeC-por
A Farsa	Raul Brandão	1903.0	Male					ELTeC-por
Ambições	Ana de Castro Osório	1903.0	Female					ELTeC-por
Viriato	Teófilo Braga	1904.0	Male					ELTeC-por
A rua do oiro	Alfredo de Mesquita	1905.0	Male					ELTeC-por
A Ala dos Namorados	António Campos Junior	1905.0	Male					ELTeC-por
Os Bravos do Mindelo	Faustino da Fonseca	1906.0	Male					ELTeC-por
Os quatro reis impostores	Marcelino Mesquita	1908.0	Male					ELTeC-por
A vida por um prejuízo	Alice Pestana	1908.0	Female					ELTeC-por
O agonizar de uma dinastia	Eduardo de Noronha	1908.0	Male					ELTeC-por
Diário de uma criança	Ana de Castro Osório	1908.0	Female					ELTeC-por
O Marquês da Bacalhoa	António de Albuquerque	1908.0	Male					ELTeC-por
Sacrificada	Ana de Castro Osório	1908.0	Female					ELTeC-por
Marina	Maria Benedicta Mousinho de Albuquerque Pinho	1912.0	Female					ELTeC-por
A Marquesa de Vale Negro	Maria O'Neil	1914.0	Female					ELTeC-por
Inocente	Virgínia de Castro e Almeida	1916.0	Female					ELTeC-por
A morte vence	João José Grave	1916.0	Male					ELTeC-por
Amor crioulo	Abel Botelho	1917.0	Male					ELTeC-por
Húmus	Raul Brandão	1917.0	Male					ELTeC-por
Reflexões sobre a Vaidade dos Homens	Matias Aires							Tycho
Poesia e Pintura	Manuel Pires de Almeida							Tycho
Memórias do Marquês da Fronteira e d'Alorna	Marquês de Fronteira e d'Alorna							Tycho
Cartas, Marquesa de Alorna	Marquesa de Alorna							Tycho
Regras da Língua Portuguesa, Espelho da Língua Latina	Jerónimo Contador de Argote							Tycho
Iracema, lenda do Ceará	José de Alencar							Tycho
Novo Testamento: João e Atos	João Ferreira de Almeida							Tycho
O demonio familiar: comedia em quatro actos	José de Alencar							Tycho
O tribofe: revista fluminense do ano de 1891	Arthur Azevedo							Tycho
Vida do apostólico padre Antonio Vieira	André de Barros							Tycho
Gramática, João de Barros	João de Barros							Tycho
Nova Floresta	Manuel Bernardes							Tycho
Maria Moisés	Camilo Castelo Branco							Tycho
Monarchia Lusitana	António Brandão							Tycho
Da Monarquia Lusitana	Bernardo de Brito							Tycho
Cartas, J.C. Brochado	José da Cunha Brochado							Tycho
Teatro, André Brun	Brun, André							Tycho
A Morgadinha de Val-d'Amores	Camilo Castelo Branco							Tycho
Viola de Lereno	Domingos Caldas Barbosa							Tycho
Cartas, Cavaleiro de Oliveira	Cavaleiro de Oliveira (Fco Xavier)							Tycho
Vida e Morte de Madre Helena da Cruz	Maria do Céu							Tycho
Cartas Espirituais	Antonio das Chagas							Tycho
Cartas, Antonio da Costa	Antonio da Costa							Tycho
Entremezes de Cordel	Jose Daniel Rodrigues da Costa							Tycho
A arte de furtar	Manuel da Costa							Tycho
Décadas	Diogo do Couto							Tycho
A inauguração da estátua equestre	Cascais, Joaquim da Costa							Tycho
A Morgadinha de Valflor	Manuel Pinheiro Chagas							Tycho
Teatro, António Ribeiro Chiado	António Ribeiro Chiado							Tycho
Cartas, D. João III	D. João III							Tycho
Cartas, Eça de Queirós e Oliveira Martins	J.M. Eça de Queiroz, J.P. Oliveira Martins							Tycho
Discursos vários políticos	Manuel Severim de Faria							Tycho
Teatro, Antônio Ferreira	Ferreira, Antônio							Tycho
A partilha	Miguel Falabella							Tycho
Gazeta, Manual Galhegos	Manuel de Galhegos							Tycho
Obras Completas, Correia Garção	Correia Garção							Tycho
Cartas, Almeida Garret	J. B. da Silva L. de Almeida Garrett							Tycho
Teatro, Almeida Garret	J. B. da Silva L. de Almeida Garrett							Tycho
Viagens na minha terra, Almeida Garret	J. B. da Silva L. de Almeida Garrett							Tycho
Cartas, Alexandre de Gusmão	Alexandre de Gusmão							Tycho
Crônica del-Rei D. Afonso Henriques	Duarte Galvão							Tycho
Carbonário: Artigos de D. Obá II	Cândido da Fonseca Galvão							Tycho
Eles não usam black-tie	Gianfrancisco Guarnieri							Tycho
Minha mãe é uma peça	Paulo Gustavo Amaral Monteiro de Barros							Tycho
Da pintura antiga	Francisco de Holanda							Tycho
Cahio o ministerio! Comedia original de costumes em tres actos	França Junior							Tycho
Côrte na Aldeia e Noites de Inverno	F. Rodrigues Lobo							Tycho
Crônica del-Rei Dom João I	Fernão Lopes							Tycho
Cartas, P. Manique	D. I. de Pina Manique							Tycho
Cartas Familiares, F.M. de Melo	Francisco Manuel de Melo							Tycho
Tácito Português	Francisco Manuel de Melo							Tycho
O Regente	Marcelino Mesquita							Tycho
O Fidalgo Aprendiz	Francisco Manuel de Melo							Tycho
Teatro, Francisco Sá de Miranda	Francisco Sá de Miranda							Tycho
Gazetas manuscritas da Biblioteca de Évora. Vol. I (1729-1731)	Francisco Xavier de Menezes							Tycho
Folheto de Lisboa	Luis Montez Matoso							Tycho
Mercúrio Português	António de Sousa de Macedo							Tycho
Cartas a Emília, Ramalho Ortigão	Ramalho Ortigão							Tycho
Perigrinação	Fernão Mendes Pinto							Tycho
Crônica del-Rei D. Diniz	Ruy de Pina							Tycho
O noviço: comedia em 3 actos	Luis Carlos Martins Penna							Tycho
Musa Entretenida de Vários Entremezes	Rebelo, Manoel Coelho							Tycho
A vida de Frei Bertolameu dos Mártires	Luis de Sousa							Tycho
História Sebástica	Manuel dos Santos							Tycho
Maria ou a menina roubada	Antônio Gonçalves Teixeira e Souza							Tycho
Theatro comico portuguez I	António José da Silva (o Judeu)							Tycho
Musa Jocosa de Vários Entremezes Portugueses e Castelhanos	Nuno Nisceno Sutil							Tycho
Fulana, Sicrana e Beltrana	Paulo Sacaldassy							Tycho
Theatro comico portuguez II	António José da Silva (o Judeu)							Tycho
Onde canta o sabiá	Gastão Tojeiro							Tycho
Verdadeiro Método de Estudar	L. Antonio Verney							Tycho
Cartas, Antonio Vieira	Antonio Vieira							Tycho
Historia do futuro	Padre A. Vieira							Tycho
Sermões, Antonio Vieira	Padre A. Vieira							Tycho
Teatro, Gil Vicente	Gil Vicente							Tycho
Manuscritos das Mãos Inábeis	Various							Tycho
Atas dos Brasileiros	Various							Tycho
Atas dos Africanos	Various							Tycho
Cartas Brasileiras: cultos	Various							Tycho
Cartas Brasileiras: não-cultos	Various							Tycho
Cartas para vários destinatários (1809-1904)	Various							Tycho
Cartas para Cícero Dantas Martins, Barão de Jeremoabo (1880-1903)	Various							Tycho
Gazeta de Lisboa	Various							Tycho
Jornais da Bahia (1833-1850)	Various							Tycho
Jornais da Bahia (1898-1900)	Various							Tycho
Jornais da Bahia (1945-1948)	Various							Tycho
Cartas do Senado, volume 1, 1638-1673	Various							Tycho
Cartas do Senado, volume 2, 1673-1684	Various							Tycho
Cartas do Senado, volume 3, 1694-1692	Various							Tycho
Cartas do Senado, volume 4, 1693-1698	Various							Tycho
Cartas do Senado, volume 5, 1699-1710	Various							Tycho
Cartas da Câmara, Volume 6, 1710-1730	Various							Tycho
Auto de Sao Lourenco	José de Anchieta							Colonia
Gramática	Joao de Barros							Colonia
Carta a Manuel I	Pero Vaz de Caminha							Colonia
Os Lusíadas	Luis de Camoes							Colonia
Itinerário da Viagem que Fez a Jerusalém o M.R.P.	Fracncisco Guerreiro							Colonia
Peregrinacao	Fernao Mendes Pinto							Colonia
A Vida de Frei Bartolomeu dos Mártires (Edited Orthography)	Luis de Sousa							Colonia
Mixed Texts	Gil Vicente							Colonia
Vida de Takla Haymanot	Manuel de Almeida							Colonia
Compendio da Relaçam Que Veyo da India o Anno de 1691	Vicente Barbosa							Colonia
Cartas	José da Cunha Brochado							Colonia
Gazeta	Manuel de Galhegos							Colonia
Mixed Texts (Part 1)	Gregorio de Matos							Colonia
Mixed Texts (Part 2)	Gregorio de Matos							Colonia
Sermao pelo Bom Sucesso das Armas de Portugal contra as de Holanda	Padre Antonio Vieira							Colonia
Sermao dos Bons Anos	Padre Antonio Vieira							Colonia
Sermao da Sexagésima	Padre Antonio Vieira							Colonia
Sermao do Espírito Santo	Padre Antonio Vieira							Colonia
Cartas	Padre Antonio Vieira							Colonia
Cartas	Padre Antonio Vieira							Colonia
Obras Completas	Pedro Correia Garcao							Colonia
Cartas Sobre a Educacao da Mocidade	António Nunes Ribeiro Sanches							Colonia
Vida do Grande D. Quixote de La Mancha e do Gordo Sancho Panca	Antonio José da Silva							Colonia
Esopaida ou Vida de Esopo	Antonio José da Silva							Colonia
Os Encantos de Medeia	Antonio José da Silva							Colonia
Anfitriao ou Jupiter e Alcmena	Antonio José da Silva							Colonia
O Labirinto de Creta	Antonio José da Silva							Colonia
As Verdades de Proteu	Antonio José da Silva							Colonia
Precipício de Faetonte	Antonio José da Silva							Colonia
Espumas Flutuantes	Castro Alves							Colonia
Noite na Taverna	Álvares de Azevedo							Colonia
A Condeca Vésper ou Memórias de um Condenado	Aluísio Azevedo							Colonia
Girandula de Amores ou Mistério da Tijuca	Aluisio Azevedo							Colonia
Tentacao	Adolfo Caminha							Colonia
Viagens na Minha Terra	Almeida Garrett							Colonia
Sermao Contra o Filosofismo do Séeculo XIX	José Agostinho de Macedo							Colonia
O Crime do Padre Amaro	Eca de Queiroz							Colonia
O Primo Basílio	Eca de Queiroz							Colonia
A Relíquia	Eca de Queiroz							Colonia
Os Maias	Eca de Queiroz							Colonia
A Ilustre Casa de Ramires	Eca de Queiroz							Colonia
Aves Migradoras	Fialho de Almeida							Colonia
A Pulseira de Ferro	Amadeu Amaral							Colonia
Macunaíma	Mário de Andrade							Colonia
O Triste Fim de Policarpo Quaresma	Lima Barreto							Colonia
O Cemitério dos Vivos	Lima Barreto							Colonia
Clara dos Anjos	Lima Barreto							Colonia
O Que Eu Vi, o Que Nós Veremos	Santos Dumont							Colonia
A Profissao de Jacques Pedreira	Joao do Rio							Colonia
O Gondoleiro do Amor	Castro Alves							Obras
A capital federal	Coelho Neto							Obras
Miragem	Coelho Neto							Obras
Água de Juventa	Coelho Neto							Obras
Banzo	Coelho Neto							Obras
Rapsódias	Coelho Neto							Obras
A cidade maravilhosa	Coelho Neto							Obras
Romanceiro	Coelho Neto							Obras
A bico de pena	Coelho Neto							Obras
Os Sertões II	Euclides da Cunha							Obras
A serpente de bronze	Humberto de Campos							Obras
O Baile do Judeu	Inglês de Sousa							Obras
O moço louro	Joaquim Manuel de Macedo							Obras
Recordações do escrivão Isaías Caminha	Lima Barreto							Obras
O Homem que Sabia Javanês e Outros Contos	Lima Barreto							Obras
O rei dos caiporas	Machado de Assis							Obras
Tempo de crise	Machado de Assis							Obras
O passado	Machado de Assis							Obras
Sem olhos	Machado de Assis							Obras
História de uma fita azul	Machado de Assis							Obras
Questões de maridos	Machado de Assis							Obras
Vinte Anos! Vinte Anos!	Machado de Assis							Obras
Bagatela	Machado de Assis							Obras
